SF,C,SG,PG,PF,F,G,UTIL,Type,Salary,Sig
1641731,1628976,1628971,1626164,1628970,201587,1631128,1641710,GEN_LEVERAGE,48500,1626164|1628970|1628971|1628976|1631128|1641710|1641731|201587
1641731,1642259,1629652,1628983,1628970,203501,1642354,203932,GEN_LEVERAGE,50000,1628970|1628983|1629652|1641731|1642259|1642354|203501|203932
1627759,1626157,1627739,1630202,1642346,1641731,1642268,1629674,GEN_LEVERAGE,49700,1626157|1627739|1627759|1629674|1630202|1641731|1642268|1642346
1631114,1626157,1629004,1642268,1628384,1641731,1629652,1630530,GEN_LEVERAGE,48500,1626157|1628384|1629004|1629652|1630530|1631114|1641731|1642268
1627759,203954,1629130,1642268,1626220,203501,1629638,1629652,GEN_LEVERAGE,50000,1626220|1627759|1629130|1629638|1629652|1642268|203501|203954
1628960,1628976,1629004,1630700,1631094,1631114,1629611,1642285,GEN_LEVERAGE,49600,1628960|1628976|1629004|1629611|1630700|1631094|1631114|1642285
1626162,1629674,1627739,1626164,1631094,203501,1628971,1642285,GEN_LEVERAGE,49900,1626162|1626164|1627739|1628971|1629674|1631094|1642285|203501
1630573,1629651,1629652,1629656,1630552,201587,1630217,1642285,GEN_LEVERAGE,48500,1629651|1629652|1629656|1630217|1630552|1630573|1642285|201587
1631114,1629674,1629004,1630200,203501,203932,1642285,203954,GEN_LEVERAGE,49700,1629004|1629674|1630200|1631114|1642285|203501|203932|203954
1629628,1628976,1629130,1628983,1630573,1641730,1629630,1630200,GEN_LEVERAGE,49600,1628976|1628983|1629130|1629628|1629630|1630200|1630573|1641730
1626220,1628976,1628960,1629630,1631094,1641765,1642285,1642852,GEN_LEVERAGE,50000,1626220|1628960|1628976|1629630|1631094|1641765|1642285|1642852
1641731,1642259,1630200,1630193,203932,1642962,1630700,1641710,GEN_LEVERAGE,49500,1630193|1630200|1630700|1641710|1641731|1642259|1642962|203932
1631114,1626157,1629611,1627739,1630567,1642275,1641710,1642461,GEN_LEVERAGE,49900,1626157|1627739|1629611|1630567|1631114|1641710|1642275|1642461
1630533,1628976,1629611,1630163,1631094,1642852,1630200,1629651,GEN_LEVERAGE,49700,1628976|1629611|1629651|1630163|1630200|1630533|1631094|1642852
1631114,1626157,1629611,1628379,1631094,1631096,1642849,1629651,GEN_LEVERAGE,49800,1626157|1628379|1629611|1629651|1631094|1631096|1631114|1642849
1626220,1628976,1631128,1642268,1642852,1629008,1642285,1642851,GEN_LEVERAGE,49800,1626220|1628976|1629008|1631128|1642268|1642285|1642851|1642852
1642377,203954,1629004,1641718,1631094,1641730,1629652,201587,GEN_LEVERAGE,49800,1629004|1629652|1631094|1641718|1641730|1642377|201587|203954
1629008,1628976,1629611,1642268,1626220,1641731,1630217,203932,GEN_LEVERAGE,49800,1626220|1628976|1629008|1629611|1630217|1641731|1642268|203932
203501,1627826,1629004,1630200,1628970,1631094,1631128,1642285,GEN_LEVERAGE,50000,1627826|1628970|1629004|1630200|1631094|1631128|1642285|203501
1626162,1629651,1641710,1629656,1628970,1631096,1642285,1642275,GEN_LEVERAGE,50000,1626162|1628970|1629651|1629656|1631096|1641710|1642275|1642285
1642846,1628976,1628960,1641718,1629627,1631096,1631128,1642849,GEN_LEVERAGE,49800,1628960|1628976|1629627|1631096|1631128|1641718|1642846|1642849
1628960,1627826,1629656,1628983,1628970,1642846,1642849,1629674,GEN_LEVERAGE,49700,1627826|1628960|1628970|1628983|1629656|1629674|1642846|1642849
1626162,1626157,1627742,1628379,1628970,1631096,1629611,1628976,GEN_LEVERAGE,49900,1626157|1626162|1627742|1628379|1628970|1628976|1629611|1631096
1627759,1629651,1628960,1630200,1626220,1631114,1629130,1629611,GEN_LEVERAGE,48300,1626220|1627759|1628960|1629130|1629611|1629651|1630200|1631114
1626220,1629674,1629130,1642268,1628970,1631096,1630217,1631212,GEN_LEVERAGE,50000,1626220|1628970|1629130|1629674|1630217|1631096|1631212|1642268
1641731,1628976,1627742,1627739,1631094,201587,1629673,1631128,GEN_LEVERAGE,48300,1627739|1627742|1628976|1629673|1631094|1631128|1641731|201587
1628969,1642259,1629652,1641718,1630573,1642852,1630217,1642856,GEN_LEVERAGE,50000,1628969|1629652|1630217|1630573|1641718|1642259|1642852|1642856
1626220,1629651,1629611,1641710,1630552,1641706,1642268,1642354,GEN_LEVERAGE,49800,1626220|1629611|1629651|1630552|1641706|1641710|1642268|1642354
1629008,1626157,1629673,1629656,1626220,1641731,1631128,1628976,GEN_LEVERAGE,49800,1626157|1626220|1628976|1629008|1629656|1629673|1631128|1641731
1631114,1628976,1630200,1642268,1626220,1641731,1642856,203954,GEN_LEVERAGE,49900,1626220|1628976|1630200|1631114|1641731|1642268|1642856|203954
1630598,1629674,1630217,1641710,1628374,1631096,1631128,1642347,GEN_LEVERAGE,50000,1628374|1629674|1630217|1630598|1631096|1631128|1641710|1642347
1627759,1626157,1642266,1628983,1626220,1630533,1642268,1642849,GEN_LEVERAGE,49800,1626157|1626220|1627759|1628983|1630533|1642266|1642268|1642849
1630573,1627826,1628379,1642285,1630552,1641730,201935,201587,GEN_LEVERAGE,49900,1627826|1628379|1630552|1630573|1641730|1642285|201587|201935
1626162,202696,1628960,1628971,1631094,1642377,1629130,1630700,GEN_LEVERAGE,49600,1626162|1628960|1628971|1629130|1630700|1631094|1642377|202696
1641731,1629651,1629611,1642285,1630552,1630567,1629652,1642846,GEN_LEVERAGE,50000,1629611|1629651|1629652|1630552|1630567|1641731|1642285|1642846
1642346,1642852,1626164,1628379,1631096,1641730,1628973,1630200,GEN_LEVERAGE,50000,1626164|1628379|1628973|1630200|1631096|1641730|1642346|1642852
1627759,1642852,1627742,1641718,1630598,1641731,1629004,1642461,GEN_LEVERAGE,50000,1627742|1627759|1629004|1630598|1641718|1641731|1642461|1642852
1626220,202696,1627739,1642266,1630552,1631094,1642849,203501,GEN_LEVERAGE,50000,1626220|1627739|1630552|1631094|1642266|1642849|202696|203501
1628960,203954,1629611,1628379,1628374,1631114,1629656,1629673,GEN_LEVERAGE,49800,1628374|1628379|1628960|1629611|1629656|1629673|1631114|203954
1627759,1630168,1629611,1628379,1626220,1641731,1630163,203932,GEN_LEVERAGE,49800,1626220|1627759|1628379|1629611|1630163|1630168|1641731|203932
1641731,1628976,1642285,1628983,201587,1642377,1630193,1629651,GEN_LEVERAGE,49700,1628976|1628983|1629651|1630193|1641731|1642285|1642377|201587
1626162,1628976,1629652,1628379,1628970,1631096,1630178,1641731,GEN_LEVERAGE,49200,1626162|1628379|1628970|1628976|1629652|1630178|1631096|1641731
1627759,1629651,1630200,1628379,1641730,1630557,1641718,1629674,GEN_LEVERAGE,48500,1627759|1628379|1629651|1629674|1630200|1630557|1641718|1641730
1642346,1626157,1628379,1630200,1630567,1631094,1642347,1629674,GEN_LEVERAGE,48500,1626157|1628379|1629674|1630200|1630567|1631094|1642346|1642347
1626162,1628976,1628379,1630178,1628970,203501,1642268,1642285,GEN_LEVERAGE,49300,1626162|1628379|1628970|1628976|1630178|1642268|1642285|203501
1642346,1629674,1627742,1629656,1628374,1631094,1629130,1630200,GEN_LEVERAGE,50000,1627742|1628374|1629130|1629656|1629674|1630200|1631094|1642346
1642461,1626157,1629611,1628379,1630552,1631094,1629656,1642849,GEN_LEVERAGE,49900,1626157|1628379|1629611|1629656|1630552|1631094|1642461|1642849
1626220,202696,1629130,1628983,202331,1641731,1629652,1630700,GEN_LEVERAGE,50000,1626220|1628983|1629130|1629652|1630700|1641731|202331|202696
1631114,1627826,1630700,1629630,1642275,1642377,1631128,1629651,GEN_LEVERAGE,49300,1627826|1629630|1629651|1630700|1631114|1631128|1642275|1642377
1628960,1628976,1629611,1629630,1628970,1641730,1642268,1630168,GEN_LEVERAGE,49300,1628960|1628970|1628976|1629611|1629630|1630168|1641730|1642268
1626220,1628976,1631128,1629656,1630552,202331,1642383,1630168,GEN_LEVERAGE,50000,1626220|1628976|1629656|1630168|1630552|1631128|1642383|202331
1628960,1626157,1629130,1628379,1630598,1631094,1628983,201587,GEN_LEVERAGE,49500,1626157|1628379|1628960|1628983|1629130|1630598|1631094|201587
1626220,1630583,1627742,1629630,1630567,1641731,1629004,1631128,GEN_LEVERAGE,50000,1626220|1627742|1629004|1629630|1630567|1630583|1631128|1641731
1628960,1626157,1642266,1627750,1626220,1642461,1642849,203954,GEN_LEVERAGE,50000,1626157|1626220|1627750|1628960|1642266|1642461|1642849|203954
203501,1627826,1629652,1630200,201587,202331,1641710,203954,GEN_LEVERAGE,49200,1627826|1629652|1630200|1641710|201587|202331|203501|203954
1629008,1642852,1628960,1627739,1642461,1642377,1629630,1629673,GEN_LEVERAGE,49900,1627739|1628960|1629008|1629630|1629673|1642377|1642461|1642852
1631114,202696,1629656,1629630,1626220,1641731,1630200,201587,GEN_LEVERAGE,48500,1626220|1629630|1629656|1630200|1631114|1641731|201587|202696
1630533,1627826,1630530,1630200,1628970,1631094,1631128,201587,GEN_LEVERAGE,49900,1627826|1628970|1630200|1630530|1630533|1631094|1631128|201587
1631114,203937,1630700,1629656,1630552,1641731,1642285,203501,GEN_LEVERAGE,50000,1629656|1630552|1630700|1631114|1641731|1642285|203501|203937
1641731,1626157,1629611,1630193,1631094,1641730,1642856,1629674,GEN_LEVERAGE,49600,1626157|1629611|1629674|1630193|1631094|1641730|1641731|1642856
1626220,1628976,1628401,1628983,1628970,1642275,1642266,1642846,GEN_LEVERAGE,49400,1626220|1628401|1628970|1628976|1628983|1642266|1642275|1642846
1630533,1628976,1626164,1630163,1629627,201587,1631128,1642268,GEN_LEVERAGE,49300,1626164|1628976|1629627|1630163|1630533|1631128|1642268|201587
1642346,203954,1629130,1628379,1628970,1631096,1628983,1629652,GEN_LEVERAGE,50000,1628379|1628970|1628983|1629130|1629652|1631096|1642346|203954
1641706,1627826,1629130,1629630,1631096,1642377,1631128,1642285,GEN_LEVERAGE,49900,1627826|1629130|1629630|1631096|1631128|1641706|1642285|1642377
1629008,1628976,1627742,1629656,201587,202695,1629004,1629611,GEN_LEVERAGE,49500,1627742|1628976|1629004|1629008|1629611|1629656|201587|202695
1628969,203954,1629004,1628973,1630533,1631114,1631128,1641731,GEN_LEVERAGE,50000,1628969|1628973|1629004|1630533|1631114|1631128|1641731|203954
203501,1628976,1629656,1628983,202331,203937,1630163,1629674,GEN_LEVERAGE,49800,1628976|1628983|1629656|1629674|1630163|202331|203501|203937
1630573,1630168,1627742,1628973,1631096,1641731,1629611,1642268,GEN_LEVERAGE,49700,1627742|1628973|1629611|1630168|1630573|1631096|1641731|1642268
1629008,1628976,1641710,1642268,1641730,1642262,1642383,203954,GEN_LEVERAGE,50000,1628976|1629008|1641710|1641730|1642262|1642268|1642383|203954
1631114,1629674,1627742,1628983,1642346,1641731,1629673,203501,GEN_LEVERAGE,50000,1627742|1628983|1629673|1629674|1631114|1641731|1642346|203501
1642461,1626157,1629004,1628379,1630567,203501,1630163,202696,GEN_LEVERAGE,50000,1626157|1628379|1629004|1630163|1630567|1642461|202696|203501
1630533,1629651,1627742,1642268,1628970,202331,1642849,203954,GEN_LEVERAGE,49700,1627742|1628970|1629651|1630533|1642268|1642849|202331|203954
1642461,1629651,1627739,1641718,1630552,1641730,1631128,1642354,GEN_LEVERAGE,49900,1627739|1629651|1630552|1631128|1641718|1641730|1642354|1642461
202695,1628976,1628960,1629656,1626220,203932,1642285,1642849,GEN_LEVERAGE,49400,1626220|1628960|1628976|1629656|1642285|1642849|202695|203932
1628969,1626157,1629656,1642285,1626220,1642262,1642856,203954,GEN_LEVERAGE,50000,1626157|1626220|1628969|1629656|1642262|1642285|1642856|203954
1626220,1628976,1626164,1642268,1628374,1631096,1642849,1642377,GEN_LEVERAGE,50000,1626164|1626220|1628374|1628976|1631096|1642268|1642377|1642849
1626220,1629674,1629130,1626164,1630567,1627759,1631128,1630573,GEN_LEVERAGE,50000,1626164|1626220|1627759|1629130|1629674|1630567|1630573|1631128
1626220,203954,1630217,1628971,1630533,1631096,1642285,203501,GEN_LEVERAGE,50000,1626220|1628971|1630217|1630533|1631096|1642285|203501|203954
1631114,1627826,1629004,1627739,1628374,1628970,1641710,1642849,GEN_LEVERAGE,50000,1627739|1627826|1628374|1628970|1629004|1631114|1641710|1642849
1626220,202696,1629652,1628379,1628374,1641730,1642268,203954,GEN_LEVERAGE,49800,1626220|1628374|1628379|1629652|1641730|1642268|202696|203954
1641706,1626157,1628960,1641718,1641730,203501,1629652,1642268,GEN_LEVERAGE,50000,1626157|1628960|1629652|1641706|1641718|1641730|1642268|203501
203501,1629674,1629611,1641718,1629627,1631094,1642285,1642849,GEN_LEVERAGE,49800,1629611|1629627|1629674|1631094|1641718|1642285|1642849|203501
1626220,1629651,1627742,1628983,1628970,201587,1642268,1642849,GEN_LEVERAGE,49600,1626220|1627742|1628970|1628983|1629651|1642268|1642849|201587
1626220,1628976,1628379,1641718,1628970,1631094,1629130,1642268,GEN_LEVERAGE,49900,1626220|1628379|1628970|1628976|1629130|1631094|1641718|1642268
1641706,1627826,1628971,1628973,1641730,203501,1629630,1629652,GEN_LEVERAGE,50000,1627826|1628971|1628973|1629630|1629652|1641706|1641730|203501
1641731,1628976,1629656,1629630,1630573,1642377,1630178,1642285,GEN_LEVERAGE,49600,1628976|1629630|1629656|1630178|1630573|1641731|1642285|1642377
1627759,1627826,1627739,1629673,1628374,1641730,1642849,1641731,GEN_LEVERAGE,50000,1627739|1627759|1627826|1628374|1629673|1641730|1641731|1642849
1626220,203954,1631128,1628379,1630552,1631096,1642266,1641731,GEN_LEVERAGE,49900,1626220|1628379|1630552|1631096|1631128|1641731|1642266|203954
1642346,203937,1627742,1629630,1631094,1642275,1629130,1630178,GEN_LEVERAGE,49500,1627742|1629130|1629630|1630178|1631094|1642275|1642346|203937
1628960,202696,1627742,1627739,1630533,1642346,1628983,1629656,GEN_LEVERAGE,50000,1627739|1627742|1628960|1628983|1629656|1630533|1642346|202696
1630598,203937,1629004,1630178,1630567,1631094,1642268,1642354,GEN_LEVERAGE,48100,1629004|1630178|1630567|1630598|1631094|1642268|1642354|203937
1630557,1628976,1627739,1626164,1631094,1642846,1628379,1630163,GEN_LEVERAGE,50000,1626164|1627739|1628379|1628976|1630163|1630557|1631094|1642846
1641731,1626157,1629656,1630193,1641730,1642461,1630700,1627826,GEN_LEVERAGE,50000,1626157|1627826|1629656|1630193|1630700|1641730|1641731|1642461
1629008,1628976,1629004,1630178,1626220,1642461,1642354,202696,GEN_LEVERAGE,50000,1626220|1628976|1629004|1629008|1630178|1642354|1642461|202696
1642846,203954,1628960,1627739,1626220,1630552,1629004,203501,GEN_LEVERAGE,50000,1626220|1627739|1628960|1629004|1630552|1642846|203501|203954
1627759,1629651,1628379,1630200,1642461,1629008,1642268,203501,GEN_LEVERAGE,50000,1627759|1628379|1629008|1629651|1630200|1642268|1642461|203501
1629008,1628976,1629611,1627739,1630573,1631114,1629656,203954,GEN_LEVERAGE,49700,1627739|1628976|1629008|1629611|1629656|1630573|1631114|203954
1631114,1630168,1629652,1642268,1626220,1641731,1630217,203932,GEN_LEVERAGE,49900,1626220|1629652|1630168|1630217|1631114|1641731|1642268|203932
1626220,203954,1629130,1628983,1631094,1642275,1629611,1642347,GEN_LEVERAGE,50000,1626220|1628983|1629130|1629611|1631094|1642275|1642347|203954
1630573,1630168,1628379,1630700,1630552,1631114,1642268,1642461,GEN_LEVERAGE,50000,1628379|1630168|1630552|1630573|1630700|1631114|1642268|1642461
1628960,1626157,1630217,1641718,1630598,1641730,1642266,1642852,GEN_LEVERAGE,49900,1626157|1628960|1630217|1630598|1641718|1641730|1642266|1642852
1626220,1626157,1629611,1630200,1630567,1631114,1642849,1630168,GEN_LEVERAGE,49500,1626157|1626220|1629611|1630168|1630200|1630567|1631114|1642849
1627759,1630168,1627742,1629630,201587,1628960,1629004,1629611,GEN_LEVERAGE,49600,1627742|1627759|1628960|1629004|1629611|1629630|1630168|201587
1630573,1642852,1628379,1628971,1628374,1631094,1641718,1642461,GEN_LEVERAGE,50000,1628374|1628379|1628971|1630573|1631094|1641718|1642461|1642852
1642461,202696,1629130,1629656,1628374,201587,1630217,1642856,GEN_LEVERAGE,48300,1628374|1629130|1629656|1630217|1642461|1642856|201587|202696
1626220,1642259,1629130,1628983,1628970,1642846,1642266,1642268,GEN_LEVERAGE,48500,1626220|1628970|1628983|1629130|1642259|1642266|1642268|1642846
1641731,203954,1629656,1630200,1628970,1631094,1642383,1642849,GEN_LEVERAGE,49800,1628970|1629656|1630200|1631094|1641731|1642383|1642849|203954
1642461,1628976,1629004,1628971,1628970,1631094,1641718,203501,GEN_LEVERAGE,50000,1628970|1628971|1628976|1629004|1631094|1641718|1642461|203501
1641731,1628976,1629652,1630163,1628415,1642461,1642268,203954,GEN_LEVERAGE,49400,1628415|1628976|1629652|1630163|1641731|1642268|1642461|203954
1626220,202696,1629130,1627739,1628970,1630552,1629652,1641730,GEN_LEVERAGE,50000,1626220|1627739|1628970|1629130|1629652|1630552|1641730|202696
1630573,1630168,1629656,1630178,1628374,1642846,1630200,201587,GEN_LEVERAGE,49700,1628374|1629656|1630168|1630178|1630200|1630573|1642846|201587
1631114,202696,1629004,1630178,1626220,1641731,1629130,1630700,GEN_LEVERAGE,49900,1626220|1629004|1629130|1630178|1630700|1631114|1641731|202696
1626220,1628976,1630200,1628983,1630598,1641731,1630163,201587,GEN_LEVERAGE,48300,1626220|1628976|1628983|1630163|1630200|1630598|1641731|201587
1626220,1626157,1628379,1626164,1628374,1628960,1629130,1630200,GEN_LEVERAGE,49900,1626157|1626164|1626220|1628374|1628379|1628960|1629130|1630200
1631114,1629674,1627739,1630178,1631096,1642377,1642268,1642849,GEN_LEVERAGE,49400,1627739|1629674|1630178|1631096|1631114|1642268|1642377|1642849
1626220,1630168,1631128,1630200,1630573,1642461,1641718,203954,GEN_LEVERAGE,49800,1626220|1630168|1630200|1630573|1631128|1641718|1642461|203954
1631114,203954,1627742,1628971,1630598,1641731,1630200,203501,GEN_LEVERAGE,49000,1627742|1628971|1630200|1630598|1631114|1641731|203501|203954
1629008,1629651,1629652,1629673,1628374,1631096,1642266,1642268,GEN_LEVERAGE,50000,1628374|1629008|1629651|1629652|1629673|1631096|1642266|1642268
1631114,1629651,1629611,1628971,1628374,1628970,1629630,201587,GEN_LEVERAGE,49700,1628374|1628970|1628971|1629611|1629630|1629651|1631114|201587
1629008,1628976,1627742,1642268,1642461,1631114,1629652,1642846,GEN_LEVERAGE,50000,1627742|1628976|1629008|1629652|1631114|1642268|1642461|1642846
1626220,1629674,1629130,1628973,1631096,203932,1631128,1642285,GEN_LEVERAGE,49400,1626220|1628973|1629130|1629674|1631096|1631128|1642285|203932
1630533,203954,1630200,1628983,201587,1641731,1641718,1642266,GEN_LEVERAGE,50000,1628983|1630200|1630533|1641718|1641731|1642266|201587|203954
202695,1627826,1629004,1628379,1628970,1631096,1629611,1629651,GEN_LEVERAGE,49400,1627826|1628379|1628970|1629004|1629611|1629651|1631096|202695
1629008,1627826,1629004,1627739,1630573,1631094,1629611,1641710,GEN_LEVERAGE,49400,1627739|1627826|1629004|1629008|1629611|1630573|1631094|1641710
1629628,1630168,1629611,1641710,1628970,1641731,1642268,203501,GEN_LEVERAGE,48200,1628970|1629611|1629628|1630168|1641710|1641731|1642268|203501
1629628,1628976,1627742,1628971,1631094,1641731,1629130,1629651,GEN_LEVERAGE,49700,1627742|1628971|1628976|1629130|1629628|1629651|1631094|1641731
1626220,1628976,1627742,1628379,1628415,1631096,1630217,1629674,GEN_LEVERAGE,49400,1626220|1627742|1628379|1628415|1628976|1629674|1630217|1631096
1626220,1628976,1627739,1628983,1642461,202331,1642856,1629651,GEN_LEVERAGE,50000,1626220|1627739|1628976|1628983|1629651|1642461|1642856|202331
1627759,1628976,1628960,1629630,1626220,1630598,1631128,1642285,GEN_LEVERAGE,50000,1626220|1627759|1628960|1628976|1629630|1630598|1631128|1642285
1629008,1629674,1628960,1630200,1630573,1631114,1630700,1642285,GEN_LEVERAGE,49800,1628960|1629008|1629674|1630200|1630573|1630700|1631114|1642285
1629008,203954,1627739,1626164,1642461,201587,1628379,1630200,GEN_LEVERAGE,50000,1626164|1627739|1628379|1629008|1630200|1642461|201587|203954
